450	500	90941
451	501	89546
452	502	88552
453	503	87983
454	504	87432
455	505	86938
456	506	86366
457	507	85963
458	508	85404
459	509	85008
460	510	84483
461	511	83890
462	512	83338
463	513	82534
464	514	80851
465	515	80030
466	516	79740
467	517	79341
468	518	78875
469	519	78467
470	520	77949
471	521	77365
472	522	76872
473	523	76606
474	524	76192
475	525	75911
476	526	75523
477	527	75083
478	528	74676
479	529	74342
480	530	73791
481	531	73395
482	532	73068
483	533	72648
484	534	72296
485	535	72040
486	536	71570
487	537	71056
488	538	70682
489	539	70474
490	540	70206
491	541	69613
492	542	69246
493	543	68655
494	544	67999
495	545	66533
496	546	57425
497	547	56283
498	548	55678
499	549	55314
500	550	55033
501	551	54773
502	552	54531
503	553	54217
504	554	54157
505	555	53912
506	556	53623
507	557	53416
508	558	53250
509	559	53000
510	560	52899
511	561	52699
512	562	52426
513	563	52211
514	564	51957
515	565	51721
516	566	51276
517	567	51081
518	568	50924
519	569	50661
520	570	50478
521	571	50313
522	572	50006
523	573	49640
524	574	49379
525	575	49132
526	576	48898
527	577	48655
528	578	48278
529	579	47980
530	580	47695
531	581	47438
532	582	47155
533	583	46996
534	584	46743
535	585	46562
536	586	46323
537	587	46232
538	588	45996
539	589	45750
540	590	45576
541	591	45499
542	592	45495
543	593	45412
544	594	45445
545	595	45249
546	596	44915
547	597	44709
548	598	44537
549	599	44442
550	600	44353
551	601	44174
552	602	44060
553	603	44033
554	604	43716
555	605	43664
556	606	43570
557	607	43580
558	608	43623
559	609	44090
560	610	44349
561	611	44586
562	612	44568
563	613	44395
564	614	44255
565	615	44086
566	616	44013
567	617	43844
568	618	43661
569	619	43509
570	620	43295
571	621	43139
572	622	42999
573	623	42767
574	624	42619
575	625	42516
576	626	42394
577	627	42257
578	628	42065
579	629	41937
580	630	41775
581	631	41614
582	632	41416
583	633	41243
584	634	41069
585	635	40787
586	636	40581
587	637	40380
588	638	40390
589	639	40193
590	640	39938
591	641	39718
592	642	39375
593	643	39098
594	644	38716
595	645	38553
596	646	38333
597	647	38171
598	648	38046
599	649	37800
600	650	37547
601	651	37372
602	652	37134
603	653	36874
604	654	36710
605	655	36481
606	656	36214
607	657	35899
608	658	35535
609	659	34744
610	660	34122
611	661	33620
612	662	33379
613	663	33256
614	664	32995
615	665	32936
616	666	32806
617	667	32621
618	668	32515
619	669	32355
620	670	32268
621	671	32143
622	672	31961
623	673	31796
624	674	31664
625	675	31413
626	676	31232
627	677	31043
628	678	30904
629	679	30802
630	680	30696
631	681	30582
632	682	30477
633	683	30320
634	684	30171
635	685	30074
636	686	29932
637	687	29753
638	688	29432
639	689	29292
640	690	29194
641	691	29060
642	692	28960
643	693	28921
644	694	28832
645	695	28712
646	696	28544
647	697	28370
648	698	28162
649	699	28045
650	700	27894
651	701	27780
652	702	27672
653	703	27566
654	704	27423
655	705	27239
656	706	27133
657	707	26945
658	708	26783
659	709	26731
660	710	26530
661	711	26382
662	712	26269
663	713	26126
664	714	25996
665	715	25800
666	716	25607
667	717	25435
668	718	25275
669	719	25172
670	720	24999
671	721	24885
672	722	24725
673	723	24639
674	724	24505
675	725	24401
676	726	24232
677	727	24118
678	728	23999
679	729	23869
680	730	23710
681	731	23586
682	732	23448
683	733	23331
684	734	23216
685	735	23059
686	736	22938
687	737	22851
688	738	22735
689	739	22625
690	740	22532
691	741	22435
692	742	22287
693	743	22104
694	744	21920
695	745	21777
696	746	21654
697	747	21607
698	748	21491
699	749	21400
700	750	21331
